"""You can start by advising yourself to construct a new self-identity as someone who used to neglect health check-ups."""
"""Envision yourself as the person who used to neglect health check-ups, and now you are someone who is proactive about their well-being."""
"""Imagine yourself as the person who used to avoid health check-ups, and now you are someone who understands the importance of regular check-ups."""
"""Think of yourself as the person who used to put off health check-ups, and now you are someone who takes charge of their health journey."""
"""Picture yourself as the person who used to ignore health check-ups, and now you are someone who values preventive healthcare."""
"""Envision yourself as the person who used to skip health check-ups, and now you are someone who is committed to regular check-ups."""
"""Imagine yourself as the person who used to neglect health check-ups, and now you are someone who prioritizes their well-being."""
"""Think of yourself as the person who used to avoid health check-ups, and now you are someone who understands the importance of early detection."""
"""Picture yourself as the person who used to put off health check-ups, and now you are someone who takes responsibility for their health."""
"""Envision yourself as the person who used to ignore health check-ups, and now you are someone who values self-care."""
"""Imagine yourself as the person who used to skip health check-ups, and now you are someone who prioritizes their health."""
"""Think of yourself as the person who used to neglect health check-ups, and now you are someone who is proactive about their well-being."""
"""Picture yourself as the person who used to avoid health check-ups, and now you are someone who understands the importance of regular check-ups."""
"""Envision yourself as the person who used to put off health check-ups, and now you are someone who takes charge of their health journey."""
"""Imagine yourself as the person who used to ignore health check-ups, and now you are someone who values preventive healthcare."""
"""Think of yourself as the person who used to skip health check-ups, and now you are someone who is committed to regular check-ups."""
"""Picture yourself as the person who used to neglect health check-ups, and now you are someone who prioritizes their well-being."""
"""Envision yourself as the person who used to avoid health check-ups, and now you are someone who understands the importance of early detection."""
"""Imagine yourself as the person who used to put off health check-ups, and now you are someone who takes responsibility for their health."""
"""Think of yourself as the person who used to ignore health check-ups, and now you are someone who values self-care."""
"""Picture yourself as the person who used to skip health check-ups, and now you are someone who prioritizes their overall health."""
